Method	Compound	m/z	RT (min)	HMDB ID (*representativeID)	Metabolite	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	QCP02	S21	S22	S23	S24	TA	TB	TC	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	QCP03	T14	T15	T16	T17	T18	T19	T20	T21	QCP04
C18-neg	cmp.QI1858	248.0919	2.70			22628	138195	62025	37689	177490	15557	149487	51484	12701	2923	73559	307657	6648	5249	48086	10861	20674	5464	17411	692524	73700	9422	20511	2590	2706	24249	26311	70689	199368	151277	36901	23982	23523	28070	18176	54598	50905	16255	70971	53670	97457	37643	29793	64342	16892	14478	25498	55372	57340	38174	73007
C18-neg	cmp.QI1859	248.0920	2.37			17269	18535	132374	82597	356241	33790	302879	128527	47549	7460	11786	158668	16023	9164	103740	24016	46194	13275	39211	1301849	101552	21980	4347	4351	8464	18481	40852	84639	153951	93129	70865	49685	50764	56256	30566	110978	95342	32845	98672	65923	90968	29020	30114	57266	36559	30273	53438	26168	101252	18895	99325
C18-neg	cmp.QI1860	248.0956	1.05			18142	11526	28	2411	34117	283	203	32	28	53	51542	33474	43	7815	306	2522	31748	7213	928	27257	13479	157	52985	996	25	17965	21895	16396	22338	2696	4895	12304	18519	12130	18002	3691	18267	706	13987	5019	8926	4463	10320	22992	30048	13180	12721	22580	46348	16562	13662
C18-neg	cmp.QI1861	248.0965	7.52			8732	2051	33628	1492	78259	19828	2671	42471	14953	23688	18005	31410	5815	19913	40330	19766	35395	5355	2833	15900	17956	21499	10472	15466	1565	6759	1825	6916	4770	8738	13428	3909	24804	12311	31012	10537	4548	3576	17362	4247	4645	2851	9540	3859	1639	45088	25153	9713	3103	7485	19065
C18-neg	cmp.QI1862	248.9597	0.61			219523	229427	207529	181682	210976	178411	166766	204523	179731	177511	256880	207624	242094	272193	221226	285366	201317	206296	147358	175271	222899	190033	268191	263867	275638	294443	281150	272432	273216	246223	249379	295784	229712	246966	250447	293014	258556	248456	222539	250920	219006	188329	211329	219993	198021	172293	243620	485880	207810	288673	191707
C18-neg	cmp.QI1863	248.9723	16.01			2517	2097	1910	1981	1797	1858	2013	1661	1177	4603	5375	4374	4391	3943	3747	3864	3067	3838	3061	3118	2884	3501	2741	2955	3623	3012	2853	2985	2963	3369	3396	3227	2899	2745	2817	2870	2757	2976	2836	3017	2884	2745	3104	2909	2859	2906	2640	2947	2350	3245	3074
C18-neg	cmp.QI1864	248.9725	16.06			2441	2216	2430	1755	1700	2057	1393	1504	1347	3027	2937	2992	3048	3076	2869	2606	2409	3353	2590	2852	2358	2647	2545	2073	2223	2106	2289	2880	3027	2916	2905	2804	2322	2643	2894	2878	2865	2543	2510	2673	2559	2633	2247	2372	2705	3022	2403	2275	2267	2294	2678
C18-neg	cmp.QI1865	248.9742	1.42			21384	7800	5054	7675	10437	372	10868	2920	17979	922	6170	8656	8577	9252	17483	1254	4119	11117	1291	3762	10378	6167	3957	18611	8670	16962	14882	11243	8453	7471	9727	4499	7127	6385	14784	3681	4035	6744	9048	17090	8287	28493	20905	4346	8316	11515	4877	18290	4629	18682	10288
C18-neg	cmp.QI1866	248.9852	5.85			13787	15715	92	3709	22993	11957	3220	312	1135	15374	10899	22591	17020	26082	485	1558	12499	7195		52	14544	4092	7963	18622	6149	11569	15944	21962	28211	22622	10556	9826	11320	14745	18988	7741	11501	13334	15393	28125	15188	8947	17556	12428	10095	15039	6171	14898	15770	13114	13516
C18-neg	cmp.QI1867	249.0022	0.70			6050		1645	88	1073	6495		1395	17233		1655	11972	4311	13936	13296		7435	13309	4497		7486	4360	6240	5846	978	9713	4100	4002	6314	3012	3445		2626	1516	708				7238	7957	963	5362	2251		892	2095	3914	9700	6594	8662	3966
C18-neg	cmp.QI1868	249.0071	2.23			3190	914	37367		12725	11822	40	47815		26746	314	1702	4001	3305	34146	14438	383	1702	23206	23661	39662	2275	1152	980	317	3668	36855	27246	27938	36507	38445	39549	25971	37103	31880	36917	28051	39915	39426	38455	35379	800	16138	24784	23758	4180	34397	2466	35769	6815	45362
C18-neg	cmp.QI1869	249.0347	1.84			15616	10106	9302	31272	30589	22874	17306	16002	18687	10009	14631	5771		8074	6993	5559	9998	8127	1446	548	10273	408	4695	10814	23382	12914	7325	13623	8890	12458	6192	6488	5304	4570	7752	6436	8531	17587	11128	8012	7943	7129	10024	4440	5736	20460	14018	10817	8960	11005	10710
C18-neg	cmp.QI1870	249.0372	1.22			1490	498	1288	5211	2583	2943	350	3955	4580	70404	2437	6184	379	2087	1285	91693	5457	3223	1476	91019	19073	229	7392	20224	4936	2290	7374	3697	4790	1328	7602	6484	12090	13173	5149	18551	4284	3654	18936	16250	789	269	2542	1245	2272	659	1545	2579	3597	1921	18210
C18-neg	cmp.QI1871	249.0373	1.05			3945	122067	77498	4283	71027	995	519	60256	1208	43923	7812	7115	790	5488	2280	89259	4792	2018	70323	69498	63475	2057	41108	224	2744	3570	87740	74955	158430	156320	139248	141055	148073	104044	110202	98714	132909	90394	65714	182003	107015	39025	90662	90075	85341	52013	79788	35490	68626	14396	66233
C18-neg	cmp.QI1872	249.0608	0.70			92263	106366	28036	58500	70091	38270	55103	17040	68249	16153	145734	229654	103853	128408	34518	27080	123824	93093	65089	129802	74763	130519	166900	22373	45418	87699	90611	81310	82767	37207	36039	47255	58164	50810	71244	32164	50543	33729	84692	39611	92299	95030	94197	136819	74270	65470	71755	73406	143016	79618	70335
C18-neg	cmp.QI1873	249.0871	1.40			4188	2257	1105	1397	11822	5246	1652	4146	8998	2285	2264	1431	2725	1323	1252	399	1506	622	780	1059	2603	367	1367	3034	4932	2655	2936	1700	789	187	452	594	292	1435	2153	8	647	2642	2805	2915	3029	4113	4397	3877	4307	6978	1160	8371	1329	3562	3209
C18-neg	cmp.QI1874	249.0971	0.71			6862	9838	6578	12302	6816	8868	12574	9466	10115	21615	26734	18105	18820	22900	2245	6407	68341	10885	11273	9103	14442	35424	19830	3560	12647	8838	10148	7633	6568	8839	8025	4883	4915	4465	8566	4255	1930	8823	14428	8950	10479	11905	22879	10887	15479	25233	6697	16196	16717	12778	10168
C18-neg	cmp.QI1875	249.1099	7.06			65719	42954	17629	53570	23728	87416	30211	48985	14511	13016	16156	32819	43853	21198	9026	14033	29660	8097	182	6992	39137	23525	39585	31898	55668	64077	88328	41214	30565	32419	46391	44598	52210	46979	33130	58901	53769	45730	41000	69110	73352	16937	20397	33373	42213	26905	30146	46067	91664	67627	39358
C18-neg	cmp.QI1876	249.1123	6.27			20770	174472	16712	1972	9114	4271	12945	29782	344	15439	12145	1950	58559	2165	2953	135	1305	276	12240	91	67581	15256	22475	16272	6618	20160	70533	128487	208917	119398	165894	132333	208946	111413	99872	119460	180898	104436	67575	110823	101607	74345	68799	94891	128779	91643	97934	109023	53417	26750	67960
C18-neg	cmp.QI1877	249.1486	12.34			12301	10287	20831	10531	11597	11369	10407	10998	10720	9049	10394	10368	9494	10210	10214	10058	10909	9276	9322	9381	10556	9283	9734	10206	10721	11661	11565	12791	11651	11746	14736	13445	13360	15305	14368	14199	11990	12133	10818	11348	13101	11394	11281	17580	12209	11214	11290	11821	10236	10565	11643
C18-neg	cmp.QI1878	249.1850	12.28			16191	15106	16297	1039	5859	3575	43787	383335	2765	31522	12546	47170	43560	1577	14486	1026403	10781	3748	41398	382062	72348	21346	247	29317	375	15225	39234	46394	10859	2444	51310	26228	20773	3306	12616	33827	121299	24699	80154	591015	27654	4751	7902	16931	32965	22256	54078	32783	5695	42818	71380
C18-neg	cmp.QI1879	249.8756	0.63			27131	19936	26011	27606	42943	68136	28972	22059	27979	32449	69889	80666	28890	31953	32337	9232	43671	20398	14430	37446	22219	19264	30983	35136	17525	9780	11967	15929	23090	26691	14497	9008	1545	14793	6716	8111	7747	17787	26958	20056	14987	32200	8476	21722	24277	6456	9017	5448	12445	11704	19368
C18-neg	cmp.QI1880	250.0322	2.21			185	46	31253		3295	2706		38794		16571		1270	670	976	32597	8333	686	145	11083	70500	45651	250	217	121		774	35127	13316	65871	30973	63788	63206	67848	38235	18606	61958	73079	53306	40761	35024	26854	134	6142	14865	64939	1391	63259	1012	69862	1363	41210
C18-neg	cmp.QI1881	250.0716	0.85			2974	2246	117	2662	2033	1210	760	913	583	2108	9809	9217	1226	9318	987	1197	5329	2964	4124	7785	3620	2692	7940		1367	3750	4516	2088	3394	1794	1092	1300	2927	1773	3377	1663	1283	722	3707	1496	1685	1475	3017	4164	2179	2700	1566	5067	7914	4654	2615
C18-neg	cmp.QI1882	250.1076	1.68			16709	1443	3472	3645	17700	34633	3939	5078	4746	94090	3780	3510	3911	4691	8948	6730	4531	1353	6285	8787	16385	2069	5987	23124	5122	19770	6042	15822	4323	11645	50654	8881	48254	14534	30305	19042	13112	19882	16924	5532	13962	19869	28713	11226	20512	37696	35452	3255	22832	7198	15652
C18-neg	cmp.QI1883	250.1439	12.15			201461	214627	213408	208716	209110	200371	205257	199476	206421	240197	231118	234039	230191	243445	267871	236693	246900	249930	269204	243019	250165	315128	242755	263205	251238	250871	254211	206165	229951	219192	242084	247948	201850	242907	251365	245976	255115	226302	254739	272813	255915	239796	226449	279881	211601	253895	227882	252463	255456	258915	261541
C18-neg	cmp.QI1884	250.1440	12.36			5355	5266	5278	5227	5641	5463	4858	5180	5269	5633	6810	4785	5556	5591	6297	6911	5304	6145	5546	5574	6117	6313	5865	5449	6068	6615	6096	6573	7580	6967	7455	7727	7183	7676	7902	7293	7452	6979	7124	7487	8213	7070	7930	8451	6951	6981	7417	6431	6724	6427	6930
C18-neg	cmp.QI1885	250.9927	0.83			9875			8268	5618	7317	337	5886	513		4526	621	548	3548	204	607		307	1087	1683	2657	142	1001	813	2605	5764	4362	4890	4417	3768	2241	3050	2788	3520	5636	3012	2853	2879	3664	7252	2591	4439	4833	2668	2410	3600	2955	5258	4649	5496	3164
C18-neg	cmp.QI1886	250.9930	0.92			13397	639	2969	3728	6217	2869	572	5575	1597	484	4312	718	2166	5446	3216	3145		884	2354	2076	6220	368		1446	11047	13784	10711	12465	10260	9244	9053	10780	7091	8613	6873	11476	8532	9041	5470	13625	9002	6329	7076	4946	4961	5081	8839	16333	12176	13185	5520
C18-neg	cmp.QI1887	250.9931	0.71			31601	1951	3133	25164	7315	48226	1807	56453	24074	648	5179	10944	5596	9025	4927	9442		5346			8559	3039	7306	17137	5432	13043	6367	7606	6705	9135	13616	10204	7826	8635	8939	4575	8770	3948	10307	10918	5081	6910	8391	996	4214	10025	3135	12230	12937	12005	9727
C18-neg	cmp.QI1888	251.0448	5.61			512	3019		2637	1190	9633	2806	921	1308		938	2385	9235	3568	3122		1993	404			2028	9401	2053	7246	2637	842	2016	1128	142	112					217				1602	635			26	28		65		2689	380	910	1924
C18-neg	cmp.QI1889	251.0552	0.87			31989	36767	20315	14996	32214	6440	32266	18875	20175	38005	73295	70873	11562	72495	12900	7352	66568	23572	43425	57256	33525	45918	64677	10256	18012	33298	46103	40618	37732	10151	24106	17703	33795	16796	24451	14820	29888	14350	34733	15155	21782	21178	26528	38431	29614	25497	28066	38165	69861	28579	30668
C18-neg	cmp.QI1890	251.0553	1.20			2604	5620	1025	1431	4184	2125	1097	1715	1065	1818	11320	5752	140	10484	964	745	6265	2066	4816	9552	3610	1318	11225	1127	1342	2209	3281	3197	1959	921	2893	3120	3163	2175	2705	1378	1947	1249	3860	1307	1990	2036	3015	5048	3077	1765	2944	2651	9834	2262	2902
C18-neg	cmp.QI1891	251.0554	0.72			37858	24291	22522	15915	7884	628	11802	9887	15632	10733	58488	65169	12656	47155	4411	7444	60423	10628	20125	31616	23273	23332	49411	4273	5798	33615	26445	39373	27643	7464	15849	12735	34491	12187	15022	13425	13607	15004	26509	19963	21384	13288	28018	37858	27405	33476	19462	28786	47108	24855	16665
C18-neg	cmp.QI1892	251.0554	0.96			26258	36077	6159	12209	36225	8791	26907	10478	10868	35147	67094	63785	8387	64202	11600	6924	42845	16977	47956	50611	27321	34526	61639	9588	15280	24843	37079	28777	35085	8461	18078	14494	29253	18637	17537	8920	25164	10511	27616	9254	16436	16925	23656	37186	29615	15698	26066	28870	58567	24494	31439
C18-neg	cmp.QI1893	251.0765	0.68			125232	206189	71450	125850	84821	316504	112417	33302	250933	77873	267726	515359	255349	219892	128209	41654	210576	126641	87332	104053	135028	277404	397128	174023	144240	140505	124338	93026	95916	49011	37667	40255	58458	53168	66331	37818	47043	43920	146784	55958	135597	120596	117696	259714	78245	67382	66901	111017	167888	127496	127438
C18-neg	cmp.QI1894	251.0777	0.85			3038	1337	289	838	606	14392	1075	726	45839	1877	61903	92096	5386	66660	24071	613	23233	9905	13997	7302	12960	6893	85970	13423	1443	4159	4221	2114	2544	963	141	813	538	462	1527	880	993	2263	14579	2752	1102	992	873	3692	1287	817	1761	9584	5530	3028	8697
C18-neg	cmp.QI1895	251.0916	1.56			1674	1745	63	151	1359	292		1377		86	4004	2308	40	3463	39	127	2229	595	833	1806	1270	212	4327		25	1575	2606	1320	752	75	595	916	794	358	684	169	880	1261	1272	301	313	202	330	1634	1004	483	946	1169	2844	792	1159
C18-neg	cmp.QI1896	251.0918	6.46			101	12821												109	1070		39				4161					82	43	486	3017	4115	29187	12119	16393	30260	33582	19090	10326	7649	4544	1834	532	519	426	8	151	478	58	34	17168	582	4310
C18-neg	cmp.QI1897	251.0953	0.87			3		6515	611	15	5988	20651	2	4	21	1050	23866	1	376	2		52	11419	14	1	3840		1513	22	1512		17	2368	15	2	16226	11680	19489	3196	11	20	13	6899	4263	1	713	9564	2414	42803	3686	1209	125	1	100	4901	4623
C18-neg	cmp.QI1898	251.1255	7.50			235788	162675	257747	161067	175632	371647	112527	338707	28358	38295	212507	688165	443907	96419	76537	63056	69393	76287	1897	24508	236223	28186	367633	317175	123785	225717	417488	198528	156506	290915	448537	272936	251168	211364	111821	321171	254562	213784	232661	474308	576677	134933	88733	402362	187818	98917	125759	137996	234740	449750	240136
C18-neg	cmp.QI1899	251.1280	6.65			249311	3689	133188	189204	76855	430493	38852	81524	69639	58938	132468	116703	251579	260619	229373	700	300946	100054	86718		114737	108247	276202	415441	130465	265074	140411	85804	37048	28832	15314	22166	12599	21686	75080	5884	6869	22191	113056	66682	16607	15782	50547	20257	10698	53346	15830	80820	7708	143335	111397
C18-neg	cmp.QI1900	251.1313	10.11			595684	1082192	3162240	4075534	4634989	7672913	8239365	10164573	9887641	54748	50411	55810	58998	54625	63565	70865	61736	63184	74869	71924	68336	75304	69538	68548	67762	70676	71778	64448	67064	65564	66024	65893	65883	66119	63619	66064	65548	66351	67823	64617	66824	66203	63892	67112	65690	62905	65877	70281	73423	71087	68564
C18-neg	cmp.QI1901	251.1313	10.26			32313	30642	26079	22782	21410	14148	14050	10530	12328	69305	64944	55431	44723	50981	50840	51135	39809	37761	25189	34495	32154	15304	27398	29133	27850	24449	19589	29788	39499	37959	35826	41534	38841	32920	39223	31599	37230	38486	32215	37409	26085	33844	28016	24354	24413	27981	30328	26337	24950	25925	29267
C18-neg	cmp.QI1902	251.1643	12.10			5221	5716	2478	3329	4406	3701	3253	3937	5040	3590	2958	4530	3833	1767	3064	7290	993	5860	5462	6350	4500	4641	5313	4240	4227	5437	6358	3412	4727	4681	4708	4493	4780	3336	4251	3760	4281	4751	4243	4085	4418	4929	4871	4589	3862	4158	3490	5795	4715	4869	3802
C18-neg	cmp.QI1903	251.2008	13.09			133693	46275	102205	16287	70027	69359	120619	273962	27145	73388	119897	143302	70319	27493	166566	76296	119902	33039	64313	306818	155451	160142	22813	125950	63910	122986	117988	126167	64796	53350	89540	96119	88956	176454	212009	219367	132826	79022	150839	1534719	181963	61016	59051	99221	97478	195801	122810	101553	39838	224271	155633
C18-neg	cmp.QI1904	252.0328	1.74			28081	12680	7686	11818	7851	99072	4125	81030	16904	3689	18905	10403	6005	6774	2042	13584	5743	3474	12112	541	34679	2287	4915	7159	6483	27656	11981	5733	61843	48906	13009	129345	125775	262998	57198	242362	25792	17646	35210	9282	11898	9943	6961	10474	28687	19323	10252	33329	76304	11094	35350
C18-neg	cmp.QI1905	252.0798	0.68			16123	33323	80292	28500	7568	71882	22034	7128	20756	3142	23860	44587	15434	33583	5090	6062	14364	7883	12916	5371	15866	26088	40831	18493	14118	13424	10769	3037	9924	10859	3856	2184	3737	3769	2494	10866	3581	5712	14431	18402	23259	17952	16462	27469	8279	8157	25857	12229	17487	19325	8962
C18-neg	cmp.QI1906	252.0869	0.86			16293	21879	6462	40438	7932	45112	24098	6142	11151	17267	28821	23555	9187	60774	4724	23292	23874	17388	48092	22019	20584	16234	27609	4657	16152	18161	14484	15749	19865	8605	7681	6736	6967	8978	12732	8334	9444	6977	16720	15261	15576	11457	18550	20627	14555	13556	11393	10606	15996	14486	18190
C18-neg	cmp.QI1907	252.0981	0.66			23665	45535	10821	57076	30919	111946	68996	26502	11104	36855	32071	98458	22634	130914	1260	17867	101196	12392	115675	16855	34549	15836	17730	1664	15329	23478	24250	23117	30492	5017	18121	9741	20000	12542	4992	4740	7826	1778	32392	20112	26431	30188	62360	43563	41389	32081	46395	20161	17985	30016	36132
C18-neg	cmp.QI1908	252.5716	5.43				6572	182		42115		2543			80632			486160		14483	330753				12261	42092	10	745			20	57936	16807	23070	45923	182098	64288	151323	60957	20645	37400	50668	38103	40576	7746	31144	2488	5994	97105	94550	10028	64285	1473	11209	771	42481
C18-neg	cmp.QI1909	253.0498	5.16			530487	8537	900373	16127	9469	2571321	5623	7213	20032	15342	5733	43226	28315	1435	168131	81348	20703	173	5261	25915	1664951	66889	110994	130643	8273	477799	3485187	1241911	1096762	1568509	5150379	2157347	3075904	5656121	2550924	4986027	2941670	4319514	1678160	3586737	4138734	806367	2048720	7026815	1920105	761284	4761164	298415	3119312	819171	1669435
C18-neg	cmp.QI1910	253.0709	1.39			9600	7351	345	2197	13767	67853	941	15416	1253	7709	33456	27347	1435	13354	1374	2410	16465	4156	6284	7426	26807	3186	23821	1457	1058	10295	185617	27910	20148	63888	124362	7512	12791	51865	111362	2377	9962	42831	25334	25315	6100	3816	8657	13422	11604	6527	14371	33098	23035	16159	25491
C18-neg	cmp.QI1911	253.0709	1.70			20452	14083	9457	8318	22708	18716	6446	23194	74419	7757	21830	26114	13184	41798	10724	643	15474	40843	41071	4968	23774	9866	58625	1393	9963	21760	16049	6220	12626	36630	21017	8359	16217	29025	10725	32819	18320	19448	23011	10553	10656	9817	14839	25807	22539	4647	22650	11536	112591	18575	23820
C18-neg	cmp.QI1912	253.0710	1.26			6277	10200	2603	3027	12344	6495	3469	3384	2926	6015	29665	22927	2828	25861	2447	2042	21160	5318	10935	11551	9340	6967	37930	1701	4128	8284	12649	8637	9251	2727	4752	4968	8197	6244	7380	3031	5626	2281	9218	3069	5377	5049	7028	11493	8968	5496	7437	9675	26458	8830	9050
C18-neg	cmp.QI1913	253.0710	0.72			55656	43813	4147	17254	32782		2376	8667	9448	9338	209625	127402	8348	112035	10239	1274	101763	23507	29875	97943	46548	27973	164551	7026	3627	57073	67400	39980	46921	4258	17189	21199	44745	27081	34203	9494	38951	2204	46284	12170	18048	11887	31402	58779	57164	29986	26942	65003	142643	52211	43497
C18-neg	cmp.QI1914	253.0710	0.80			9681	5542		481	6443						24439	15140		16051			16209	2626	5866	13730	7337	2237	22510			5572	7568	6904	4733	245	1154	2564	5541	2011	3430	558	4669		6455		1651	482	3712	9958	9065	3690	1888	8598	18384	5386	8251
C18-neg	cmp.QI1915	253.0711	1.16			7094	8088	2604	3128	14969	17123	2291	10392	2225	3025	11296	8232	8831	14076	2454	2781	7819	1859	13370	7541	5536	2607	10265	608	954	3110	6731	5180	7170	3211	4929	4019	8571	5354	4912	4287	7095	3441	5988	2448	4230	1632	3202	8029	6603	2137	5957	4638	14055	5221	6290
C18-neg	cmp.QI1916	253.0711	1.19			4227	5255	6263	2208	16153	32324	5018	12436	1181	5250	9852	7063	8084	9908	2469	2221	7185	1535	8014	7131	4969	2141	8462	624	694	3334	5018	4208	5527	2693	3362	3557	5620	3631	4407	2719	6209	2605	4903	1757	3095	1538	2638	6586	5043	1877	4711	3742	12129	3732	5645
C18-neg	cmp.QI1917	253.0711	0.90			109024	116581	22237	49626	151487	28224	34498	21641	38369	43595	348194	259018	26694	229272	29683	22493	224880	66608	114982	214668	107835	59271	288191	22102	27071	105531	162050	104964	148592	34832	48024	62534	113094	66721	88613	36551	116213	24437	109750	42845	60117	44640	84838	135897	123198	61996	87833	134813	243957	121916	108199
C18-neg	cmp.QI1918	253.0734	5.42					2520			2048	18463	497		10748			69326		2501	48417			158	1700	6615	150	650				9642	2650	4001	7081	29347	10619	26184	10414	3365	5896	7951	6313	6750	1250	4718	55	480	16778	15604	1658	10731	52	1416	28	6438
C18-neg	cmp.QI1919	253.0821	0.71			5196	11042	2203	20912		30089	12368	1048	1765	8776	5319	4682		22006		9268	7820	5954	26296	4882	5725		6473	554	7887	5208	2827	7573	10509	1690	2875	2478	3412	4908	3234	2610	526	4941	8884	10592	9016	5206	10584	12901	9123	7736	4498		3735	2049	5731
C18-neg	cmp.QI1920	253.0920	0.68			14663	16202	13505	14176	7339	61522	23564	16770	41518	24383	11780	27050	60723	9801	25868	4029	25506	5273	23842	19739	14208	29780	20168	8618	10983	14091	8235	3617	9193	3639	6203	4926	5200	2897	3038	6219	2838	5736	17811	5321	8869	13583	10368	15808	5654	7168	5185	18467	16843	12037	16854
